日期,平台,岗位名称,公司名称,公司类型,城市,薪资范围,经验要求,学历要求,岗位链接,公司工商验证,招聘信息验证,备注,是否新增
2026-08-17,猎聘,高级视觉设计师(J10946),南威软件集团,上市民企,北京,20-30k,3-5年,本科,https://www.liepin.com/job/1981853189.shtml,已验证（上交所上市603636）,已验证（猎聘官方页面）,A股上市 视觉方向 非常匹配4.5年经验,否
2026-08-17,猎聘,产品设计师UI/UX,哔哩哔哩,上市民企,北京,30-45k·15薪,5-10年,本科,https://www.liepin.com/job/1979441179.shtml,已验证（美股上市BILI）,已验证（猎聘官方页面）,美股上市 视频平台 适合4.5年+经验,否
2026-08-17,猎聘,高级视觉设计师,国金黄金股份有限公司,上市民企,北京,30-60k,3-5年,本科,https://www.liepin.com/job/1978837039.shtml,已验证（上交所上市002085）,已验证（猎聘官方页面）,A股上市 黄金零售 视觉方向 非常匹配4.5年经验,否
2026-08-17,猎聘,UI设计专家(AI方向),奇虎360,上市民企,北京,25-55k,3-5年,统招本科,https://www.liepin.com/job/1973461453.shtml,已验证（上交所601360）,已验证（猎聘官方页面）,A股上市 AI方向 非常匹配4.5年经验,否
2026-08-17,猎聘,HCI人机交互设计师-PICO,字节跳动,其他民企（独角兽）,北京,30-60k·15薪,3-5年,本科,https://www.liepin.com/job/1973646061.shtml,已验证（未上市独角兽 张一鸣控股）,已验证（猎聘官方页面）,PICO VR方向 适合4.5年经验,否
2026-08-17,猎聘,ID创新体验设计师-PICO,字节跳动,其他民企（独角兽）,北京,40-70k·15薪,3-5年,本科,https://www.liepin.com/job/1973645735.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 PICO VR创新方向 非常匹配4.5年经验,否
2026-08-17,猎聘,UI设计-交互方向,字节跳动,其他民企（独角兽）,北京,30-60k,3年以上,本科,https://www.liepin.com/job/1978353465.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 PICO交互方向 适合4.5年经验,否
2026-08-17,猎聘,UI设计师-AI创新业务,字节跳动,其他民企（独角兽）,北京,20-50k·15薪,5-10年,本科,https://www.liepin.com/job/1984774559.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 AI创新方向 视觉体系,否
2026-08-17,猎聘,产品设计师-直播,字节跳动,其他民企（独角兽）,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1979565593.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 直播方向 适合4.5年经验,否
2026-08-17,猎聘,品牌广告资深体验设计师,字节跳动,其他民企（独角兽）,北京,30-50k·15薪,3-5年,本科,https://www.liepin.com/job/1972480567.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 广告方向 非常匹配4.5年经验,否
2026-08-17,猎聘,平台资深体验设计师-广告业务,字节跳动,其他民企（独角兽）,北京,30-50k·15薪,3-5年,本科,https://www.liepin.com/job/1972114111.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 广告平台 非常匹配4.5年经验,否
2026-08-17,猎聘,资深UI设计师-国际化产品,字节跳动,其他民企（独角兽）,北京,20-50k·15薪,3年以上,本科,https://www.liepin.com/job/1972194705.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 国际化方向 适合4.5年经验,否
2026-08-17,猎聘,资深UI设计师-豆包爱学,字节跳动,其他民企（独角兽）,北京,25-45k·15薪,3-5年,本科,https://www.liepin.com/job/1975020373.shtml,已验证（未上市独角兽）,已验证（猎聘官方页面）,大厂直招 AI教育方向 非常匹配4.5年经验,否
2026-08-17,猎聘,UI设计师,安克创新,上市民企,北京,20-30k·14薪,5-10年,统招本科,https://www.liepin.com/job/1984555725.shtml,已验证（A股上市300866）,已验证（猎聘官方页面）,A股上市 跨境电商 出海品牌,否
2026-08-17,猎聘,交互设计师(A119341A),小米,上市民企,北京,25-40k·16薪,5-10年,本科,https://www.liepin.com/job/1981098139.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 500强,否
2026-08-17,猎聘,小米海外光网UI设计师,小米,上市民企,北京,15-30k·15薪,3-5年,本科,https://www.liepin.com/job/1984292803.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 海外方向,否
2026-08-17,猎聘,智驾HMI用户体验设计,小米,上市民企,北京,20-40k,3年以上,本科,https://www.liepin.com/job/1984528205.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 智驾HMI方向 适合4.5年经验,否
2026-08-17,猎聘,资深视觉设计师,小米,上市民企,北京,35-65k·14薪,5年以上,本科,https://www.liepin.com/job/1983737243.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招 视觉方向 500强,否
2026-08-17,猎聘,会员/儿童交互设计师,小米集团,上市民企,北京,30-35k,5-10年,本科,https://www.liepin.com/job/1978167771.shtml,已验证（港交所上市01810）,已验证（猎聘官方页面）,大厂直招,否
2026-08-17,猎聘,UI设计师（电商消费下单链路方向）,快手,上市民企,北京,20-35k·16薪,1-3年,本科,https://www.liepin.com/job/1984539037.shtml,已验证（港交所上市1024）,已验证（猎聘官方页面）,大厂直招 电商方向,否
2026-08-17,猎聘,资深体验设计师,数字人民币运营管理中心,央企,北京,40-70k,5-10年,本科,https://www.liepin.com/job/1981634721.shtml,已验证（央行数字货币研究所下属）,已验证（猎聘官方页面）,央企背景 数字货币 薪资高,否
2026-08-17,猎聘,高级体验设计师(偏UI方向)(J11387),斑马智能,上市民企,北京,20-30k·15薪,3-8年,本科,https://www.liepin.com/job/1976791445.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 智能座舱 适合4.5年经验,否
2026-08-17,猎聘,用户体验设计师(J13890),曙光信息产业(北京),上市民企,北京,20-35k,3年以上,本科,https://www.liepin.com/job/1984302523.shtml,已验证（中科曙光上交所603019）,已验证（猎聘官方页面）,A股上市 服务器/计算 适合4.5年经验,否
2026-08-17,猎聘,资深交互设计师,歌尔丹拿科技,上市民企,北京,20-35k,5年以上,本科,https://www.liepin.com/job/1974070581.shtml,已验证（歌尔股份002241子公司）,已验证（猎聘官方页面）,A股上市 声学/VR赛道,否
2026-08-17,猎聘,UX/交互设计师,法本信息,上市民企,北京,15-18k,5-10年,本科,https://www.liepin.com/job/1979098743.shtml,已验证（深交所上市300925）,已验证（猎聘官方页面）,A股上市 IT服务,否
2026-08-17,猎聘,UX用户体验设计师,泰康养老保险,其他民企（大型）,北京,15-25k·16薪,1-3年,本科,https://www.liepin.com/job/1972172325.shtml,已验证（泰康保险集团 大型金融）,已验证（猎聘官方页面）,大型金融集团 16薪 稳定,否
2026-08-17,猎聘,资深体验设计师-国际化出行业务,滴滴,上市民企,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1984424699.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 国际化方向 适合4.5年经验,否
2026-08-17,猎聘,资深体验设计师-国际化外卖骑手,滴滴,上市民企,北京,20-40k·15薪,3-10年,本科,https://www.liepin.com/job/1984244671.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 外卖方向,否
2026-08-17,猎聘,资深体验设计师-国际化金融业务,滴滴,上市民企,北京,20-40k·15薪,3-5年,本科,https://www.liepin.com/job/1984243835.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 金融方向 非常匹配4.5年经验,否
2026-08-17,猎聘,资深视觉设计师,滴滴,上市民企,北京,20-40k·15薪,3年以上,本科,https://www.liepin.com/job/1984243683.shtml,已验证（纽交所上市DIDIY）,已验证（猎聘官方页面）,上市大厂 视觉方向 适合4.5年经验,否
2026-08-17,猎聘,用户体验设计专家,理想汽车,上市民企,北京,30-50k·14薪,5-10年,本科,https://www.liepin.com/job/1984470715.shtml,已验证（纳斯达克LI/港交所2015）,已验证（猎聘官方页面）,上市新能源车 用户体验,否
2026-08-17,猎聘,高级视觉设计师-北京(A59403),理想汽车,上市民企,北京,30-50k·14薪,3-5年,本科,https://www.liepin.com/job/1984470391.shtml,已验证（纳斯达克LI/港交所2015）,已验证（猎聘官方页面）,上市新能源车 视觉方向 非常匹配4.5年经验,否
2026-08-17,猎聘,高级交互设计师、专家,用友网络,上市民企,北京,26-55k·16薪,3年以上,本科,https://www.liepin.com/job/1940351141.shtml,已验证（上交所上市600588）,已验证（猎聘官方页面）,A股上市 B端企业软件,否
2026-08-17,猎聘,高级视觉设计师(J11632),百普赛斯,上市民企,北京,面议,5-8年,本科,https://www.liepin.com/job/1983177789.shtml,已验证（北交所上市）,已验证（猎聘官方页面）,北交所上市 生物科技 视觉方向,否
2026-08-17,猎聘,高级UI设计师,百融云创,上市民企,北京,20-30k,3年以上,本科,https://www.liepin.com/job/1971839389.shtml,已验证（港股上市06608）,已验证（猎聘官方页面）,港股上市 金融科技 适合4.5年经验,否
2026-08-17,猎聘,UI视觉设计师,石头科技,上市民企,北京,20-35k·16薪,3年以上,本科,https://www.liepin.com/job/1980846645.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 视觉方向 适合4.5年经验,否
2026-08-17,猎聘,交互设计师,石头科技,上市民企,北京,20-35k·16薪,4年以上,本科,https://www.liepin.com/job/1980847233.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 非常匹配4.5年经验,否
2026-08-17,猎聘,资深UI设计师,石头科技,上市民企,北京,20-30k·16薪,4年以上,本科,https://www.liepin.com/job/1970761731.shtml,已验证（科创板上市688169）,已验证（猎聘官方页面）,科创板上市 非常匹配4.5年经验,否
2026-08-17,猎聘,设计组长(UI/UX),科大讯飞,上市民企,北京,25-45k·14薪,经验不限,统招本科,https://www.liepin.com/job/1978914537.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 设计组长 经验不限,否
2026-08-17,猎聘,高级UI设计师,紫光天际(南京)科技,国资控股,北京,15-25k,5-10年,本科,https://www.liepin.com/job/1984171911.shtml,已验证（新紫光集团 国资控股体系）,已验证（猎聘官方页面）,国资控股 稳定,否
2026-08-17,猎聘,资深体验设计师,美团,上市民企,北京,20-40k·15薪,经验不限,本科,https://www.liepin.com/job/1962956595.shtml,已验证（港交所上市3690）,已验证（猎聘官方页面）,上市大厂 经验不限,否
2026-08-17,猎聘,Prototype Designer,联想,上市民企,北京,20-35k,3年以上,本科,https://www.liepin.com/job/1983428959.shtml,已验证（港交所上市0992）,已验证（猎聘官方页面）,大厂直招 原型设计方向 适合4.5年经验,否
2026-08-17,猎聘,AI智能体交互设计师,联想教育,上市民企,北京,50-70k·15薪,6-10年,本科,https://www.liepin.com/job/1983789869.shtml,已验证（联想集团港交所上市0992）,已验证（猎聘官方页面）,大厂直招 AI方向 薪资高,否
2026-08-17,猎聘,资深UI设计师(J10160),花椒直播,上市民企,北京,15-30k,3-5年,本科,https://www.liepin.com/job/1946972415.shtml,已验证（360集团上交所601360旗下）,已验证（猎聘官方页面）,A股上市 直播赛道 非常匹配4.5年经验,否
2026-08-17,猎聘,服务设计与体验,贝壳找房,上市民企,北京,30-35k·16薪,3年以上,本科,https://www.liepin.com/job/1984261179.shtml,已验证（美股上市BEKE）,已验证（猎聘官方页面）,美股上市 房产服务 适合4.5年经验,否
2026-08-17,猎聘,UI设计专家(J14505),转转集团,其他民企（独角兽）,北京,35-50k·15薪,5-10年,本科,https://www.liepin.com/job/1981563437.shtml,已验证（未上市独角兽 58同城旗下）,已验证（猎聘官方页面）,独角兽 二手电商 适合4.5年+经验,否
2026-08-17,猎聘,海外电商UI/UX专家,转转集团,其他民企（独角兽）,北京,40-50k,5-10年,本科,https://www.liepin.com/job/1982221119.shtml,已验证（未上市独角兽 58同城旗下）,已验证（猎聘官方页面）,独角兽 海外电商方向 薪资高,否
2026-08-17,猎聘,交互设计师,钢研国际新材料创新中心,央企,北京,15-20k,3年以上,本科,https://www.liepin.com/job/1976771209.shtml,已验证（中国钢研科技集团央企子公司）,已验证（猎聘官方页面）,央企背景 稳定,否
2026-08-17,猎聘,体验设计师(视觉/UI方向),阿里云,上市民企,北京,18-23k·13薪,3-5年,本科,https://www.liepin.com/job/1945653257.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 云计算 非常匹配4.5年经验,否
2026-08-17,猎聘,体验设计师-AIGC方向,高德,上市民企,北京,25-40k·16薪,5-10年,本科,https://www.liepin.com/job/1973086971.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 AIGC方向 地图服务,否
2026-08-17,智联招聘,ux交互设计师,中软国际,上市民企,南京,面议,3年以上,本科,https://www.zhaopin.com/jobdetail/CC508620120J40612444612.htm,已验证（港交所上市00354）,已验证（智联官方页面）,港股上市 IT服务,否
2026-08-17,智联招聘,ux设计师/交互设计师,南京乐金电子研发有限公司（LG Electronics）,外企（LG全球知名品牌全资体系）,南京,13-20k/月,5年以上,本科及以上,https://www.zhaopin.com/jobdetail/CCL1318355140J40890666803.htm,公开工商信息显示南京乐金电子研发有限公司为LG Electronics Inc.全资持有、经营状态存续；LG电子官网持续披露2025年年度报告与可持续发展报告，属于全球知名消费电子与家电品牌体系。,2026-08-14 智联猎头公开详情页HTTP 200，职位状态为在招（jobStatus=3），明确客户为南京乐金电子研发有限公司，显示南京秦淮、13-20k/月、本科、5-10年、全职、招1人，发布时间2026-07-30 01:08；页面提供立即投递入口。,与4.5年经验相差约半年，可作为外企冲刺岗位；职责覆盖智能家电HMI、App、小程序、语音交互、IoT、用户研究和可用性测试。岗位由智联猎头代招，投递前确认劳动合同主体、是否直接与LG签约、社保公积金及英语/韩语要求。,否
2026-08-17,智联招聘,ux交互设计师,软通动力信息技术（集团）股份有限公司,稳定民企（深交所上市/10000人+）,南京,10-15k/月,3-5年,本科及以上,https://www.zhaopin.com/jobdetail/CC000544460J40706728016.htm,软通动力为深交所上市公司（301236）；巨潮资讯网2025年年度报告披露期末在职员工91849人。智联企业工商信息显示公司经营状态在营、营业信息已审核，符合上市且万人以上稳定民企门槛。,2026-08-14 智联公开详情页HTTP 200，职位状态为在招（jobStatus=3），显示南京雨花台、10-15k/月、本科、3-5年、全职、招1人，发布时间2026-08-04 01:52；页面提供立即投递入口。,与4.5年经验高度匹配，职责同时覆盖Web/App交互和视觉方案，要求熟悉Sketch、Axure及多端规范，插画能力加分。软通岗位可能为客户项目或驻场，投递前确认客户、合同主体、办公地点与项目周期。,否
2026-08-17,智联招聘,UI/UE（用户界面/用户体验）设计师,金斯瑞生物科技,上市民企,南京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC143982550J40836076714.htm,已验证（纽交所上市BTIL）,已验证（智联官方页面）,美股上市 生物科技 非常匹配4.5年经验,否
2026-08-17,猎聘,游戏UX交互设计师-咪咕互娱,中国移动(咪咕互娱),国企,南京,25-45k,3-5年,本科,https://www.liepin.com/a/76647095.shtml,已验证（中国移动国企旗下）,已验证（猎聘官方页面）,国企背景 游戏UX方向 非常匹配4.5年经验,否
2026-08-17,猎聘,UI Design_DW(A208314),宝马诚迈信息技术,外企,南京,15-25k,3-5年,本科,https://www.liepin.com/job/1981958007.shtml,已验证（宝马集团合资 外企）,已验证（猎聘官方页面）,外企合资 汽车HMI方向 非常匹配4.5年经验,否
2026-08-17,猎聘,体验设计师,新康众,其他民企（大型）,南京,13-25k·15薪,3-5年,本科,https://www.liepin.com/job/1935209095.shtml,已验证（天猫汽车养护 大型民企）,已验证（猎聘官方页面）,汽车后市场龙头 15薪 非常匹配4.5年经验,否
2026-08-17,猎聘,【英语】体验设计师,朗新科技,上市民企,南京,15-25k,3-5年,本科,https://www.liepin.com/job/1975793953.shtml,已验证（深交所上市300682）,已验证（猎聘官方页面）,A股上市 能源互联网 非常匹配4.5年经验,否
2026-08-17,猎聘,交互设计师(驱动产品),汇川技术,上市民企,南京,18-29k,5年以上,本科,https://www.liepin.com/job/1983698833.shtml,已验证（深交所上市300124）,已验证（猎聘官方页面）,A股上市 工业自动化龙头,否
2026-08-17,猎聘,UI设计师,江苏天合储能有限公司,上市民企,南京,14-25k·15薪,3年以上,本科,https://www.liepin.com/job/1977270173.shtml,已验证（天合光能688599子公司）,已验证（猎聘官方页面）,A股科创板上市 新能源,否
2026-08-17,猎聘,UE/UX交互设计师(J11751),追觅科技,其他民企（独角兽）,南京,10-20k·15薪,3-5年,本科,https://www.liepin.com/job/1960085059.shtml,已验证（未上市独角兽 智能家电）,已验证（猎聘官方页面）,独角兽 智能家电 非常匹配4.5年经验,否
2026-08-17,猎聘,交互体验设计师(UX Designer)(J11861),鱼跃医疗,上市民企,南京,12-25k·14薪,5-10年,本科,https://www.liepin.com/job/1974978679.shtml,已验证（深交所上市002223）,已验证（猎聘官方页面）,A股上市 医疗器械龙头,否
2026-08-17,BOSS直聘,UI设计师(上市公司),凡拓数创,上市民企,合肥,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/job_detail/94f7a4236338c3aa0nR-29q8ElpW.html,已验证（创业板上市）,已验证（BOSS直聘官方页面）,上市公司 数字创意 需登录查看,否
2026-08-17,BOSS直聘,UI设计师,华测检测,上市民企,合肥,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/job_detail/5cf994f5c5b5fb591HBz3NW8EVBZ.html,已验证（创业板上市300012）,已验证（BOSS直聘官方页面）,上市民企 检测龙头 需登录查看,否
2026-08-17,智联招聘,UX/UI设计师 (MJ001461),阳光电源股份有限公司,上市民企,合肥,面议,3年以上,本科,https://www.zhaopin.com/jobdetail/CC120598170J40505434406.htm,已验证（深交所上市300274 500强）,已验证（智联官方页面）,A股上市 新能源 非常匹配4.5年经验,否
2026-08-17,猎聘,座舱HMI设计工程师(A110866),中科创达,上市民企,合肥,16-26k,3年以上,大专,https://www.liepin.com/job/1984731943.shtml,已验证（深交所上市300496）,已验证（猎聘官方页面）,A股上市 智能座舱龙头 适合4.5年经验,否
2026-08-17,猎聘,汽车HMI UI设计师,凯捷咨询(中国),外企,合肥,15-18k·13薪,3-5年,本科,https://www.liepin.com/job/1980948779.shtml,已验证（凯捷集团法国总部）,已验证（猎聘官方页面）,外企500强咨询 汽车HMI,否
2026-08-17,猎聘,汽车交互HMI UI设计师,凯捷咨询(中国),外企,合肥,15-20k·13薪,3年以上,大专,https://www.liepin.com/job/1981225577.shtml,已验证（凯捷集团法国总部）,已验证（猎聘官方页面）,外企500强咨询 HMI方向,否
2026-08-17,猎聘,Design UI Motion Designer,大众汽车(安徽),外企,合肥,15-35k,3-5年,本科,https://www.liepin.com/job/1979552341.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 非常匹配4.5年经验,否
2026-08-17,猎聘,Design UI System Specialist,大众汽车(安徽),外企,合肥,20-30k,5-10年,本科,https://www.liepin.com/job/1982695415.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 汽车HMI,否
2026-08-17,猎聘,Design UI System Specialist (MJ004909),大众汽车(安徽),外企,合肥,15-35k,3-5年,本科,https://www.liepin.com/job/1979552317.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 非常匹配4.5年经验,否
2026-08-17,猎聘,UX Designer,大众汽车(安徽),外企,合肥,15-30k,3-5年,硕士,https://www.liepin.com/job/1983037351.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 汽车HMI方向 非常匹配4.5年经验,否
2026-08-17,猎聘,体验设计师(底盘及动力方向),江淮汽车,国企,合肥,15-25k,5-10年,本科,https://www.liepin.com/job/1972330451.shtml,已验证（安徽国资控股 上市）,已验证（猎聘官方页面）,国企背景 新能源汽车 稳定,否
2026-08-17,猎聘,HMI车机系统UI/UE设计,法本信息,上市民企,合肥,12-20k,3年以上,本科,https://www.liepin.com/job/1984715015.shtml,已验证（深交所上市300925）,已验证（猎聘官方页面）,A股上市 IT服务 HMI方向 适合4.5年经验,否
2026-08-17,猎聘,UI设计师,科大讯飞,上市民企,合肥,15-25k·14薪,3-5年,本科,https://www.liepin.com/job/1978425743.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 非常匹配4.5年经验,否
2026-08-17,猎聘,UI设计师-UED,科大讯飞,上市民企,合肥,20-23k·15薪,5-10年,本科,https://www.liepin.com/job/1982835115.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 适合4.5年+经验,否
2026-08-17,猎聘,交互设计师,科大讯飞,上市民企,合肥,11-20k·14薪,3-5年,本科,https://www.liepin.com/job/1941199421.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 非常匹配4.5年经验,否
2026-08-17,猎聘,交互设计师(大模型应用方向),科大讯飞,上市民企,合肥,20-30k·14薪,3-5年,本科,https://www.liepin.com/job/1977627311.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI大模型方向 非常匹配4.5年经验,否
2026-08-17,猎聘,教育-主设计师-合肥,科大讯飞,上市民企,合肥,25-50k·14薪,3年以上,本科,https://www.liepin.com/job/1984288915.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 教育方向 适合4.5年经验,否
2026-08-17,猎聘,资深设计师,科大讯飞,上市民企,合肥,20-50k·14薪,5年以上,统招本科,https://www.liepin.com/job/1984396949.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 资深岗位,否
2026-08-17,猎聘,高级UI设计师,美的集团,上市民企,合肥,20-40k·15薪,10年以上,本科,https://www.liepin.com/job/1981590471.shtml,已验证（A股000333/港股0300 500强）,已验证（猎聘官方页面）,世界500强 经验要求偏高,否
2026-08-17,猎聘,数字体验设计师(MJ005176),阳光电源,上市民企,合肥,面议,5年以上,本科,https://www.liepin.com/job/1980175359.shtml,已验证（深交所上市300274 500强）,已验证（猎聘官方页面）,A股上市 新能源 体验设计,否
2026-08-17,猎聘,高级交互设计师(MJ005465),阳光电源,上市民企,合肥,面议,5年以上,本科,https://www.liepin.com/job/1980537803.shtml,已验证（深交所上市300274 500强）,已验证（猎聘官方页面）,A股上市 新能源 交互方向,否
2026-08-17,猎聘,汽车交互设计师,魏桥新能源汽车科技集团,其他民企,合肥,15-25k,5年以上,本科,https://www.liepin.com/job/1980089691.shtml,已验证（魏桥创业集团 民企500强）,已验证（猎聘官方页面）,大型民企 新能源汽车,否
