日期,平台,岗位名称,公司名称,公司类型,城市,薪资范围,经验要求,学历要求,岗位链接,公司工商验证,招聘信息验证,备注,是否新增
2026-08-13,猎聘,AI智能体交互设计师,联想教育,上市民企,北京,50-70k·15薪,6-10年,本科,https://www.liepin.com/job/1983789869.shtml,已验证（联想集团港交所上市0992）,已验证（猎聘官方页面）,大厂直招 AI方向 薪资高,否
2026-08-13,猎聘,资深UI设计师(J10160),花椒直播,上市民企,北京,15-30k,3-5年,本科,https://www.liepin.com/job/1946972415.shtml,已验证（360集团上交所601360旗下）,已验证（猎聘官方页面）,A股上市 直播赛道 非常匹配4.5年经验,否
2026-08-13,猎聘,服务设计与体验,贝壳找房,上市民企,北京,30-35k·16薪,3年以上,本科,https://www.liepin.com/job/1984261179.shtml,已验证（美股上市BEKE）,已验证（猎聘官方页面）,美股上市 房产服务 适合4.5年经验,否
2026-08-13,猎聘,UI设计专家(J14505),转转集团,其他民企（独角兽）,北京,35-50k·15薪,5-10年,本科,https://www.liepin.com/job/1981563437.shtml,已验证（未上市独角兽 58同城旗下）,已验证（猎聘官方页面）,独角兽 二手电商 适合4.5年+经验,否
2026-08-13,猎聘,海外电商UI/UX专家,转转集团,其他民企（独角兽）,北京,40-50k,5-10年,本科,https://www.liepin.com/job/1982221119.shtml,已验证（未上市独角兽 58同城旗下）,已验证（猎聘官方页面）,独角兽 海外电商方向 薪资高,否
2026-08-13,猎聘,交互设计师,钢研国际新材料创新中心,央企,北京,15-20k,3年以上,本科,https://www.liepin.com/job/1976771209.shtml,已验证（中国钢研科技集团央企子公司）,已验证（猎聘官方页面）,央企背景 稳定,否
2026-08-13,猎聘,体验设计师(视觉/UI方向),阿里云,上市民企,北京,18-23k·13薪,3-5年,本科,https://www.liepin.com/job/1945653257.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 云计算 非常匹配4.5年经验,否
2026-08-13,猎聘,体验设计师-AIGC方向,高德,上市民企,北京,25-40k·16薪,5-10年,本科,https://www.liepin.com/job/1973086971.shtml,已验证（阿里巴巴NYSE:BABA旗下）,已验证（猎聘官方页面）,大厂直招 AIGC方向 地图服务,否
2026-08-13,智联招聘,ux交互设计师,中软国际,上市民企,南京,面议,3年以上,本科,https://www.zhaopin.com/jobdetail/CC508620120J40612444612.htm,已验证（港交所上市00354）,已验证（智联官方页面）,港股上市 IT服务,否
2026-08-13,智联招聘,UI/UE（用户界面/用户体验）设计师,金斯瑞生物科技,上市民企,南京,面议,3-5年,本科,https://www.zhaopin.com/jobdetail/CC143982550J40836076714.htm,已验证（纽交所上市BTIL）,已验证（智联官方页面）,美股上市 生物科技 非常匹配4.5年经验,否
2026-08-13,猎聘,游戏UX交互设计师-咪咕互娱,中国移动(咪咕互娱),国企,南京,25-45k,3-5年,本科,https://www.liepin.com/a/76647095.shtml,已验证（中国移动国企旗下）,已验证（猎聘官方页面）,国企背景 游戏UX方向 非常匹配4.5年经验,否
2026-08-13,猎聘,UI Design_DW(A208314),宝马诚迈信息技术,外企,南京,15-25k,3-5年,本科,https://www.liepin.com/job/1981958007.shtml,已验证（宝马集团合资 外企）,已验证（猎聘官方页面）,外企合资 汽车HMI方向 非常匹配4.5年经验,否
2026-08-13,猎聘,体验设计师,新康众,其他民企（大型）,南京,13-25k·15薪,3-5年,本科,https://www.liepin.com/job/1935209095.shtml,已验证（天猫汽车养护 大型民企）,已验证（猎聘官方页面）,汽车后市场龙头 15薪 非常匹配4.5年经验,否
2026-08-13,猎聘,【英语】体验设计师,朗新科技,上市民企,南京,15-25k,3-5年,本科,https://www.liepin.com/job/1975793953.shtml,已验证（深交所上市300682）,已验证（猎聘官方页面）,A股上市 能源互联网 非常匹配4.5年经验,否
2026-08-13,猎聘,交互设计师(驱动产品),汇川技术,上市民企,南京,18-29k,5年以上,本科,https://www.liepin.com/job/1983698833.shtml,已验证（深交所上市300124）,已验证（猎聘官方页面）,A股上市 工业自动化龙头,否
2026-08-13,猎聘,UI设计师,江苏天合储能有限公司,上市民企,南京,14-25k·15薪,3年以上,本科,https://www.liepin.com/job/1977270173.shtml,已验证（天合光能688599子公司）,已验证（猎聘官方页面）,A股科创板上市 新能源,否
2026-08-13,猎聘,UE/UX交互设计师(J11751),追觅科技,其他民企（独角兽）,南京,10-20k·15薪,3-5年,本科,https://www.liepin.com/job/1960085059.shtml,已验证（未上市独角兽 智能家电）,已验证（猎聘官方页面）,独角兽 智能家电 非常匹配4.5年经验,否
2026-08-13,猎聘,交互体验设计师(UX Designer)(J11861),鱼跃医疗,上市民企,南京,12-25k·14薪,5-10年,本科,https://www.liepin.com/job/1974978679.shtml,已验证（深交所上市002223）,已验证（猎聘官方页面）,A股上市 医疗器械龙头,否
2026-08-13,BOSS直聘,UI设计师(上市公司),凡拓数创,上市民企,合肥,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/job_detail/94f7a4236338c3aa0nR-29q8ElpW.html,已验证（创业板上市）,已验证（BOSS直聘官方页面）,上市公司 数字创意 需登录查看,否
2026-08-13,BOSS直聘,UI设计师,华测检测,上市民企,合肥,需登录查看,需登录查看,需登录查看,https://www.zhipin.com/job_detail/5cf994f5c5b5fb591HBz3NW8EVBZ.html,已验证（创业板上市300012）,已验证（BOSS直聘官方页面）,上市民企 检测龙头 需登录查看,否
2026-08-13,智联招聘,UX/UI设计师 (MJ001461),阳光电源股份有限公司,上市民企,合肥,面议,3年以上,本科,https://www.zhaopin.com/jobdetail/CC120598170J40505434406.htm,已验证（深交所上市300274 500强）,已验证（智联官方页面）,A股上市 新能源 非常匹配4.5年经验,否
2026-08-13,猎聘,座舱HMI设计工程师(A110866),中科创达,上市民企,合肥,16-26k,3年以上,大专,https://www.liepin.com/job/1984731943.shtml,已验证（深交所上市300496）,已验证（猎聘官方页面）,A股上市 智能座舱龙头 适合4.5年经验,否
2026-08-13,猎聘,汽车HMI UI设计师,凯捷咨询(中国),外企,合肥,15-18k·13薪,3-5年,本科,https://www.liepin.com/job/1980948779.shtml,已验证（凯捷集团法国总部）,已验证（猎聘官方页面）,外企500强咨询 汽车HMI,否
2026-08-13,猎聘,汽车交互HMI UI设计师,凯捷咨询(中国),外企,合肥,15-20k·13薪,3年以上,大专,https://www.liepin.com/job/1981225577.shtml,已验证（凯捷集团法国总部）,已验证（猎聘官方页面）,外企500强咨询 HMI方向,否
2026-08-13,猎聘,Design UI Motion Designer,大众汽车(安徽),外企,合肥,15-35k,3-5年,本科,https://www.liepin.com/job/1979552341.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 非常匹配4.5年经验,否
2026-08-13,猎聘,Design UI System Specialist,大众汽车(安徽),外企,合肥,20-30k,5-10年,本科,https://www.liepin.com/job/1982695415.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 汽车HMI,否
2026-08-13,猎聘,Design UI System Specialist (MJ004909),大众汽车(安徽),外企,合肥,15-35k,3-5年,本科,https://www.liepin.com/job/1979552317.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 非常匹配4.5年经验,否
2026-08-13,猎聘,UX Designer,大众汽车(安徽),外企,合肥,15-30k,3-5年,硕士,https://www.liepin.com/job/1983037351.shtml,已验证（大众汽车集团德国总部）,已验证（猎聘官方页面）,外企500强 汽车HMI方向 非常匹配4.5年经验,否
2026-08-13,猎聘,体验设计师(底盘及动力方向),江淮汽车,国企,合肥,15-25k,5-10年,本科,https://www.liepin.com/job/1972330451.shtml,已验证（安徽国资控股 上市）,已验证（猎聘官方页面）,国企背景 新能源汽车 稳定,否
2026-08-13,猎聘,HMI车机系统UI/UE设计,法本信息,上市民企,合肥,12-20k,3年以上,本科,https://www.liepin.com/job/1984715015.shtml,已验证（深交所上市300925）,已验证（猎聘官方页面）,A股上市 IT服务 HMI方向 适合4.5年经验,否
2026-08-13,猎聘,UI设计师,科大讯飞,上市民企,合肥,15-25k·14薪,3-5年,本科,https://www.liepin.com/job/1978425743.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 非常匹配4.5年经验,否
2026-08-13,猎聘,UI设计师-UED,科大讯飞,上市民企,合肥,20-23k·15薪,5-10年,本科,https://www.liepin.com/job/1982835115.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 适合4.5年+经验,否
2026-08-13,猎聘,交互设计师,科大讯飞,上市民企,合肥,11-20k·14薪,3-5年,本科,https://www.liepin.com/job/1941199421.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 非常匹配4.5年经验,否
2026-08-13,猎聘,交互设计师(大模型应用方向),科大讯飞,上市民企,合肥,20-30k·14薪,3-5年,本科,https://www.liepin.com/job/1977627311.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI大模型方向 非常匹配4.5年经验,否
2026-08-13,猎聘,教育-主设计师-合肥,科大讯飞,上市民企,合肥,25-50k·14薪,3年以上,本科,https://www.liepin.com/job/1984288915.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 教育方向 适合4.5年经验,否
2026-08-13,猎聘,资深设计师,科大讯飞,上市民企,合肥,20-50k·14薪,5年以上,统招本科,https://www.liepin.com/job/1984396949.shtml,已验证（深交所上市002230）,已验证（猎聘官方页面）,A股上市 AI赛道 资深岗位,否
2026-08-13,猎聘,高级UI设计师,美的集团,上市民企,合肥,20-40k·15薪,10年以上,本科,https://www.liepin.com/job/1981590471.shtml,已验证（A股000333/港股0300 500强）,已验证（猎聘官方页面）,世界500强 经验要求偏高,否
2026-08-13,猎聘,数字体验设计师(MJ005176),阳光电源,上市民企,合肥,面议,5年以上,本科,https://www.liepin.com/job/1980175359.shtml,已验证（深交所上市300274 500强）,已验证（猎聘官方页面）,A股上市 新能源 体验设计,否
2026-08-13,猎聘,高级交互设计师(MJ005465),阳光电源,上市民企,合肥,面议,5年以上,本科,https://www.liepin.com/job/1980537803.shtml,已验证（深交所上市300274 500强）,已验证（猎聘官方页面）,A股上市 新能源 交互方向,否
2026-08-13,猎聘,汽车交互设计师,魏桥新能源汽车科技集团,其他民企,合肥,15-25k,5年以上,本科,https://www.liepin.com/job/1980089691.shtml,已验证（魏桥创业集团 民企500强）,已验证（猎聘官方页面）,大型民企 新能源汽车,否
